name,line
Cinderella, It's midnight.
Prince," Yes, then it is, but--"
Cinderella," Farewell. (starts to leave, but the Prince stops her)"
Prince," No, no, wait. You can't go now. It's only---"
Cinderella," Oh, I must, please. Please, I must."
Prince, But why?
Cinderella," Well, I...I... Oh, the Prince. I haven't met the Prince."
Prince, The Prince? But didn't you know----- (the clock chimes)
Cinderella, Farewell! (runs off)
Prince," No, wait. Come back. Oh, please come back! I don't even know your name. How will I find you? Wait! Please, wait!"
Cinderella, (to the Grand Duke) Farewell.
Grand Duke," (waves a farewell, only to realize she's leaving) Oh! I say, young lady!"
Prince, Wait! (the princesses swarm him)
Grand Duke," Mademoiselle! Senorita! (picks up the slipper) Just a moment! Guards! Guards! (the carriage drives away) Stop that coach! Close these gates! (the carriage leaves through the gates as they close) FOLLOW that coach! OPEN these gates! (the guards chase after the vehicles on horseback, but they get far enough away before the coach turns back into a pumpkin, the horses back into mice, Bruno back to a dog, and Major back into a horse)"
Cinderella," I... I guess I forgot about everything, even the time, but... but it was so wonderful. And he was so handsome, and if we danced.... Oh, I'm sure that even the Prince himself couldn't have been more... more... (stands up) Oh, well. It's over and----"
Jaq," Cinderelly! Look, look!"
Cinderella," (takes off the slipper) Oh! (speaks to the heavens) Thank you. Thank you so much, for everything."
Grand Duke," Your Majesty, I see no point in beating about the bush. I regret to inform you, Sire, that the young lady has disappeared, leaving behind only this glass slipper. Yes, I'll do it. (goes to knock, but backs off) No, I just can't."
King, Well? Come in. Come in!
Grand Duke, Your Majesty----
King," Well, he's proposed already! Warn me all about it."
Grand Duke," Well, Sire--"
King, Who is she? Where does she live?
Grand Duke," Well, I didn't get a chance."
King," No matter. We've more reluctant facts to discuss. Arrangements for the wedding, invitations, a national holiday. (lights a cigar) All that sort of fact."
Grand Duke," But, but, Sire--"
King," (gives the Grand Duke the cigar) Here, here, have a cigar. Well, take a few more."
Grand Duke," But, but, but--"
King," Better practice passing these out, right?"
Grand Duke," But, but, but, if you'd... (the King lights his cigar) only listen!"
King," (to the Grand Duke) And for you, my friend... (pulls out a sword)"
Grand Duke," Your-- Your Majesty, p-p-please."
King," A knighthood! I hereby dub you, Sir... Um, um... By the way, what title would you like?"
Grand Duke, Sire... she got away.
King," Sir, she got away? A peculiar title, but if that's what you----- (gets frustrated) She what?! Why you, you... you traitor!"
Grand Duke," Now, Sire, remember your.... your blood pressure."
King," TREASON!! (chops the cigar in half, and chases the Grand Duke)"
Grand Duke," No, Sire, no!"
King, SABOTAGE!!! You were in league with the Prince all along!
Grand Duke, I tried to stop her..... but she vanished into thin air!
King, A likely story! (the two start bouncing on the bed)
Grand Duke," But it's true, Sire! All we could find was this glass slipper."
King," (he starts bouncing, trying to get at the Grand Duke) The entire fact was a plot!"
Grand Duke," Sire, he loves her! He won't rest until he finds her. He's determined to marry her!"
King, (calms down) What? What did you say? (the two of them end up hanging from the chandelier)
Grand Duke," The Prince, Sire, swears he'll marry none but the girl who fits this slipper. (shows the slipper, and the King takes it)"
King," He said that, did he? (kisses the slipper) Ha-ha! We've had him! (cuts the rope, causing the chandelier to smash down and break the mattress)"
Grand Duke," Sire, this slipper may fit any number of girls!"
King, That's his problem. He's given his word; we'll hold him to it.
Grand Duke," No, no, Your Highness. I'll have nothing to do with it. (pouts)"
King," You'll try this on every maid in my kingdom, and if the shoe fits.... (brings the sword to the Grand Duke's nose, with the slipper hanging off the tip) bring her in!"
Grand Duke," Y-y-yes, Your Majesty."
Peter Pan," All loyal subjects of his Imperial Majesty are hereby notified by royal proclamation that in regard to a certain glass slipper, it is upon this day decreed that a quest be instituted throughout the length and breadth of our domain. The sole and express purpose of said quest is as follows to wit; that every single maiden in our beloved Kingdom shall try upon her foot this aforementioned slipper of glass, and should one be found whose foot shall properly fit said slipper, such maiden will be acclaimed the subject of this search and the one and only true love of his Royal Highness, our noble Prince. And said Royal Highness will humbly request the hand of said maiden in marriage to rule with him over all the land as Royal Princess and future Queen."
Lady Tremaine," (she's looking around the foyer) Cinderella! Cinderella? Cinderella! Oh, where is that---"
Cinderella, (appears from the kitchen) Yes? Here I am.
Lady Tremaine," Oh... my daughters, where are they?"
Cinderella, I... I think they're yet in bed.
Lady Tremaine," Oh... Well, don't just stand there! Bring up the breakfast trays at once, and hurry!"
Lady Tremaine, Drizella! Drizella!
Drizella, (awakens) Huh? What?
Lady Tremaine," (draws the curtains) Get up! Run! This instant! We haven't a moment to lose. (enters Anastasia's room) Anastasia? Anastasia. (Jaq and Gus peek into the room as she shakes Anastasia awake) Get up, Anastasia!"
Anastasia, (Yawning) What? What for? Why?
Lady Tremaine," (draws the curtains) Oh, everyone's speaking about it, the entire kingdom. Hurry now! He'll be here any moment."
Drizella, (Yawning) Who will?
Lady Tremaine, The Grand Duke. He's been hunting all night.
Drizella, Hunting?
Lady Tremaine, For that girl. The one who lost her slipper at the ball last night. They say he's madly in love with her.
Anastasia, The Duke is?
Lady Tremaine," No, no, no! The Prince!"
Cinderella," (Whispering) The Prince! (drops the breakfast tray, causing the dishes to break)"
Lady Tremaine," You clumsy little fool! Clean that up, then help my daughter's dress."
Drizella, What for?
Anastasia," If he's in love with that girl, why should we even bother? (they both cover up)"
Lady Tremaine," Now, you two, listen to me! (she takes the covers away) There is yet a chance that one of you can get him."
 Anastasia," What? One of us? Why, Mother, what do you mean?"
Lady Tremaine," Just this. No one, not even the Prince, knows who that girl is."
Gus," We do! We do! Cinderelly, Cinder-- (Jaq shoves his candle down)"
Jaq, CSENDES!!
Lady Tremaine," The glass slipper is their only clue. Now, the Duke has been ordered to try it on every girl in the kingdom, and if one can be found whom the slipper fits, then...by the King's command, that girl shall be the Prince's bride."
Cinderella, (Whispering) His bride.
 Anastasia," His bride?! (they scramble about, gathering clothes)"
Anastasia," Cinderella, get my facts together."
Drizella," Never mind her, mend these right away!"
Anastasia, Not until she irons my dress!
Drizella, Mend these.
Anastasia, After she's brushed my shoes.
Drizella," But first, get my new---"
Anastasia, (Notices Cinderella's dazed and happy look) W-w-what's the matter with her?
Drizella," Wake up, foolish!"
Anastasia, We have to get dressed!
Cinderella," Dressed... Oh, yes... (gives Anastasia the clothes) We must get dressed. It would never do for the Duke to see me looking like this."
Anastasia," Mother, did you see what she did so?"
Drizella, Are you just going to let her walk?
Lady Tremaine, SILENCE!!!!! (watches Cinderella dance)
Cinderella, (sings) Then this is love.
Gus, What she gonna do?
Jaq, Csendes! I don't know. Must watch her. C'mon!
Jaq," Cinderelly, Cinderelly!"
Gus, Cinderelly!
Jaq," Watch out, watch out!"
Cinderella, (singing) Then this is the miracle that I've been dreaming of!
Jaq," Cinderelly, watch out!"
Gus," Behind you, behind you!"
Jaq," Look behind you, Cinderelly!"
Cinderella," What? (Lady Tremaine appears in the doorway) Oh! Oh, dear! (Lady Tremaine closes the door and locks it) No, please! Oh, you can't! You just can't! Let me out! You must let me out! (Jaq and Gus squeeze out the door) You can't keep me in here! (Lady Tremaine puts the key in her dress pocket and descends the staircase)"
Cinderella," (Starts sobbing) Oh, please..."
Gus," No, no! She can't do it! She can't lock up Cinderelly! I'm going to---- (Jaq stops him)"
Cinderella," Oh, please let him catch a fish. (Weeps)"
Jaq," We have to get that key, Gus-Gus. We just have to get that key!"
Coachman, Whoa! (The Grand Duke saves the slipper as a fanfare sounds)
Jaq," He's-a here, he's-a here! A Duke-Duke!"
Gus, Duh...duh...a who?
Jaq," A Grand Duke with a slipper! Must get that key, run!"
Gus," Zuk-zuk, key-key, run-run."
Anastasia," Oh, Mother, Mother. He's here! He's here!"
Drizella, The Grand Duke! (the stepsisters stuff themselves) Do I look alright?
Anastasia," I'm so emotional, I just--"
Lady Tremaine, Girls...now remember....this is your last chance. Don't fail me. (opens the door)
Messenger," (sounds a fanfare) Announcing His Imperial Grace, the Grand Duke. (steps aside for the Grand Duke)"
Lady Tremaine," You honor our humble home, my Lord."
Grand Duke, Ahem. Quite so.
Lady Tremaine," May I present my daughters, Drizella and Anastasia. (the stepsisters curtsy)"
Anastasia, Your Grace.
Grand Duke," (Winces at Anastasia's homeliness) Yes. Charmed, I'm sure."
Messenger, His Grace will read a royal proclamation. (Brings the proclamation)
Grand Duke, (clearing throat) All loyal subjects of His Majesty are hereby...notified by royal proclamation in regard to a certain... (yawning) glass slipper. (The messenger uncovers the slipper) It is upon this day decreed--
Drizella," Why, that's my slipper!"
Anastasia," Well, I like that! It-it's my slipper!"
Gus," No, no, no! Cinderelly's slipper! Sit!"
Drizella, How can she---
Lady Tremaine," Girls, girls! Your manners. A thousand pardons, Your Grace. Please continue."
Grand Duke," Yes, quite so. (reading) It is upon this day decreed that a quest be instituted throughout the length and breadth of our domain...the sole and express purpose of the quest to be as follows...that every single maiden in our beloved kingdom, without prearranged exception, shall try upon her foot this aforementioned slipper of glass. (Jaq and Gus sneak over to the pocket) And should one be found upon whose foot said slipper shall properly fit...such maiden shall be acclaimed the object of this search and immediately forthwith shall be locked upon as the one and only true love of His Royal Highness, our beloved son and heir, the Noble Prince. (Gus lowers Jaq into the pocket) The Noble Prince will humbly and upon bended knee beg, request, or if need be, implore the maiden, that they grant her hand in marriage. (Jaq tries to push the key out, but Gus stops him as Lady Tremaine checks on the key) Well...whereupon, should the aforementioned-made look with favor upon his suit, but shall the happy couple pledge their troth...on...and in just dues, upon the inevitable demise...of His Most Gracious and August Majesty, the King, succeed to the throne, there to rule all over the land...as Kingsland Queen of our beloved kingdom. (Lady Tremaine pats her pocket, inadvertently hitting Jaq with the key) Oh...so be it. (The Grand Duke sits down on a chair)"
Lady Tremaine," You must be quite fatigued, Your Grace. May we offer you some tea? (Gus, hiding in the teacup, sucks his stomach in to prevent tea from pouring on him)"
Grand Duke," What? Tea? Thank you, madam, no. We must proceed with the......the fitting."
Lady Tremaine," Of course, Anastasia, darling. (The messenger tries the slipper on Anastasia's foot, and it seems to fit)"
Anastasia," There! I knew it was my slipper. Exactly my size. I always wear the same size. As soon as I saw it, I said-- (it's revealed the slipper fits over her big toe) Oh! Well...it...it may be a trifle snug today. You know how it is.....dancing all night. I can't understand why. (the messenger pounds the shoe) It's always fit perfectly before. (Jaq pushes the key out while Gus ties his tail around the teapot's spout) I don't think you're half trying! Mother, can you--"
